Order_ID,Customer_ID,Product_ID,Quantity,Discount,Order_Value,Profit,Order_Date
O506500,C00059,P0132,5,0,1047.707129253415,249.2418691317055,2023-07-15
O174081,C00886,P0429,4,5,984.5138691266825,267.6783193059824,2023-08-18
O570426,C01925,P0245,4,5,1105.1595494374403,302.8763718475357,2024-07-21
O898797,C00734,P0047,2,0,115.9292788659652,24.13324131628368,2023-12-17
O690736,C00350,P0281,4,15,335.99778359012083,69.69846989914898,2024-04-12
O562029,C01266,P0306,1,0,238.14093731957882,17.888348207187043,2023-12-06
O519485,C00836,P0021,3,5,901.8421404226024,217.338563873166,2023-12-05
O598378,C00004,P0023,5,20,1289.9150350580449,292.7427205401877,2023-09-30
O544345,C01475,P0107,1,5,856.0116930234092,219.35300254666453,2023-01-02
O830232,C01639,P0149,4,20,482.39582584707006,26.494857755758513,2024-04-19
O658443,C00807,P0071,1,20,1420.5740643722518,384.16770542860695,2024-01-22
O914700,C01183,P0283,3,10,783.3478286163534,58.50564834903069,2023-09-19
O778533,C00538,P0043,3,0,903.5246516104551,144.73374439822783,2023-02-28
O252560,C00048,P0148,5,15,129.32349382458713,16.106768287363764,2024-03-13
O720809,C00162,P0329,4,10,427.86680475134153,121.27202546737243,2024-04-30
O118703,C01203,P0474,5,10,125.94581672159543,25.1210738911869,2023-10-05
O701230,C01544,P0452,4,20,1087.9237357425377,57.006529205215074,2024-01-04
O789366,C01535,P0057,5,20,884.5399158605446,81.58397537957076,2024-01-15
O471483,C01536,P0324,1,0,333.99370648955875,93.21312234160828,2024-03-12
O508254,C01392,P0063,3,0,736.0183044893619,189.52460182468343,2023-07-03
O455620,C01081,P0249,4,5,1203.4506455000806,172.28946918341012,2023-12-25
O306376,C01432,P0474,1,15,729.4674238003726,209.11163962345026,2024-03-01
O578178,C00161,P0401,2,0,459.7881892609329,58.23696719430977,2024-05-03
O553133,C01124,P0225,5,5,109.95084592300353,12.797871574401423,2024-07-09
O200604,C00107,P0290,2,5,532.9191656071465,153.01178031937303,2024-04-22
O709055,C00824,P0094,1,0,211.57989263995796,48.05680362499131,2023-10-05
O468594,C01472,P0315,1,15,410.05829559447614,25.73505094559342,2023-07-30
O375321,C01734,P0490,1,20,388.6598077585755,84.59588713329867,2023-08-04
O750671,C01345,P0302,5,5,1488.3529115635677,225.0438565854821,2024-04-06
O263723,C00438,P0256,5,5,144.67382597646366,9.241785534842684,2023-07-23
O747253,C01348,P0413,4,20,1170.4767887581502,283.80656273356016,2023-05-28
O345036,C00791,P0446,2,20,639.6388272666306,101.67136435891219,2024-06-05
O230867,C00557,P0436,1,0,793.5009790823874,,2024-06-12
O580283,C00126,P0301,1,10,230.0280652922639,27.8520564504588,2023-12-03
O469380,C00214,P0274,3,5,1034.2905305597958,283.6872214343571,2024-07-02
O125895,C00774,P0079,1,10,1040.3845576212193,52.43692855818119,2023-03-16
O887827,C00920,P0378,1,5,110.85598944242896,8.436451602229965,2023-04-13
O344036,C00373,P0338,3,0,940.3286776918668,182.5725229715437,2023-03-14
O552441,C01205,P0385,4,0,173.92795188301417,14.487348871422945,2023-02-01
O962128,C00927,P0108,3,0,250.207325088726,51.00244693074004,2023-02-20
O152945,C00469,P0202,5,5,779.7695814155676,101.18861783785864,2023-12-02
O828674,C01685,P0105,3,0,1489.7514644796215,204.23397550886992,2024-01-15
O860062,C01322,P0069,1,10,973.1336715592748,234.32547822509656,2023-12-30
O127442,C00073,P0060,4,15,1039.375125339329,157.3799605628343,2023-01-27
O767380,C01074,P0187,1,10,1242.9682985043892,151.82138489045263,2024-01-06
O294645,C00160,P0425,2,5,1223.0688946636192,237.26101610732684,2023-09-15
O404066,C01244,P0462,5,10,1151.4170418571541,122.60126999180346,2023-10-03
O888736,C00329,P0265,3,10,910.44100111827,145.09937461653092,2024-08-18
O129925,C01833,P0222,2,0,334.1008821797638,73.74862687377804,2023-08-15
O815309,C01158,P0452,5,0,336.12338154592567,54.465334261203736,2023-10-23
O122073,C00398,P0078,2,20,863.7036769415552,210.02842894037164,2023-11-14
O840563,C01297,P0084,5,15,1389.0686076203192,340.5881082690905,2023-01-20
O857689,C00377,P0117,3,20,448.73852958435833,106.85429848955992,2023-03-28
O625073,C00228,P0340,4,10,186.58595008139463,22.645181223243366,2023-04-23
O635844,C01329,P0291,1,10,987.7987945460546,137.6367651221093,2023-03-01
O138199,C00106,P0111,1,15,421.3166802354517,114.86105485174663,2024-03-20
O662604,C01007,P0351,2,5,626.8006451469721,127.18332819917973,2023-03-31
O927862,C01117,P0264,3,20,476.81892865599866,83.58075113791391,2024-06-19
O497687,C01738,P0499,4,15,211.8780888156265,59.44455122562256,2023-10-20
O155087,C00378,P0039,4,5,561.0451023504459,144.32239134673924,2024-01-17
O768072,C01824,P0436,5,10,229.10586595039638,65.46063182637711,2023-06-29
O906781,C01004,P0177,5,5,1146.5529031703886,99.76111809601016,2024-05-28
O912441,C01855,P0017,3,5,1282.7569337208845,206.1888060541224,2023-06-03
O666544,C01906,P0046,2,15,144.3913062481871,28.572215497571193,2024-08-02
O702362,C00403,P0230,1,5,182.6177319422698,33.51659108061076,2023-11-16
O169830,C01465,P0145,3,10,1240.3865642395212,282.89942524214894,2023-01-26
O787535,C00526,P0122,1,0,1455.0053182492084,410.78992715538755,2024-01-31
O401968,C01481,P0108,4,10,1202.7637631513887,106.2136533856356,2023-01-09
O697783,C01149,P0162,4,15,1310.025155642369,126.38462855618104,2023-02-27
O686891,C00172,P0260,1,10,613.26422435188,40.59370075427472,2023-01-06
O838400,C00072,P0417,3,15,1128.7958277217674,254.39836003887237,2023-04-13
O855927,C00021,P0115,2,10,1473.7079142133998,316.90624520099976,2023-05-31
O573024,C00191,P0407,3,5,1200.3621192142562,170.65284908884837,2024-08-15
O300744,C00370,P0020,1,0,746.7162737013291,140.56808259871406,2023-01-18
O625035,C00319,P0200,5,5,990.2752053533844,78.5179513351098,2024-04-06
O937388,C00631,P0488,1,10,311.3367023763049,21.92473108383095,2023-12-11
O459942,C00273,P0253,4,15,1238.105755338144,302.4676817213568,2024-08-08
O765073,C01080,P0295,2,0,231.91591949888195,44.298764806405906,2024-03-26
O786127,C01834,P0139,2,15,676.1074694507089,68.12764280211967,2023-11-12
O694380,C00670,P0038,3,0,225.74651617819507,64.53306815882813,2024-03-08
O306408,C01082,P0496,3,5,325.12483482689174,49.110173275800015,2024-05-23
O884322,C00607,P0156,1,15,139.44165582714646,20.298263698785934,2023-06-09
O617330,C01477,P0172,4,5,992.6580869819294,292.8447900612878,2023-06-16
O974426,C01415,P0319,5,0,307.0299315391556,68.48284245507153,2024-04-06
O982513,C00944,P0188,3,0,1147.9489666892005,153.69814099524257,2023-11-27
O317831,C00875,P0347,5,15,1274.559303985652,378.92372575321514,2024-01-29
O746539,C00994,P0466,5,15,126.58776849143212,36.0622886306019,2024-08-07
O165749,C01802,P0360,3,20,1182.0099787380448,201.39135686802976,2024-01-25
O528151,C01864,P0098,2,10,650.703365076408,187.20216458918838,2023-05-27
O971763,C00564,P0180,2,10,1183.6858466698918,302.0005993689262,2023-02-03
O238677,C01300,P0494,2,15,450.6863065844538,83.96106784668372,2024-05-13
O838082,C01999,P0367,3,10,530.3048138142598,61.41935012089903,2023-08-19
O662514,C00005,P0311,5,5,107.13774500627737,32.1035625598144,2023-06-20
O245344,C00252,P0169,4,20,253.431284393623,15.1663018268314,2024-01-01
O511243,C01092,P0104,1,20,442.5038939426492,24.408678875394415,2023-05-24
O688682,C00731,P0026,3,5,384.739731896925,85.34812560886417,2023-01-02
O924922,C01069,P0427,3,5,437.35079170760474,46.608381209874004,2023-10-18
O501311,C00282,P0120,3,20,298.7023671623141,67.7877663973355,2024-07-28
O626208,C01685,P0493,4,0,1164.7075932066891,111.6784894953586,2023-09-01
O540640,C00643,P0352,4,0,1126.399096654682,279.2038840964613,2024-07-11
O656091,C01632,P0269,4,15,1127.0474111010014,307.7046165865063,2023-12-28
O118484,C00402,P0051,1,20,719.4257229529255,64.95217395734983,2023-03-24
O143386,C00646,P0458,5,15,979.3131759681019,91.74590573040662,2023-11-05
O619064,C00763,P0494,4,15,177.8238535043048,31.737281007350106,2023-11-21
O162519,C01145,P0314,3,15,1405.669435998779,363.3685040955656,2023-02-07
O627979,C01438,P0224,1,20,401.18768849941904,86.89134263424863,2024-05-03
O900505,C01594,P0333,3,0,373.15824941043013,93.81292589819002,2023-08-28
O259005,C00346,P0375,3,15,136.02281168843865,31.342020083334955,2024-05-30
O912794,C01109,P0063,4,5,480.0830405995781,73.07231339671671,2023-06-27
O867419,C00328,P0328,4,5,296.8116632121654,69.86909797759202,2024-04-03
O786746,C01655,P0385,4,10,665.5370608819476,114.31412251746424,2023-04-25
O758599,C00435,P0246,4,5,758.8104772989193,137.32193680064174,2023-02-27
O918702,C01288,P0477,2,10,596.6095916454872,41.912851848879974,2024-07-09
O165888,C01264,P0291,3,0,1437.147284148842,75.21244072454401,2024-03-31
O234078,C01005,P0477,5,20,511.0753952450853,25.67181230754925,2024-01-08
O706544,C00936,P0456,1,15,559.9496677397274,41.36170422689519,2024-07-07
O575614,C00844,P0090,1,15,946.3938933558478,140.40661076198714,2024-02-01
O889912,C00351,P0022,0,10,766.7558369008955,168.8044234380377,2024-07-10
O154169,C00111,P0209,2,10,1284.2559916328782,235.8982712245979,2023-01-11
O312219,C00856,P0235,1,5,268.79542635676205,26.91369211915293,2023-08-14
O699692,C01149,P0438,5,15,967.5080541844708,241.2556670364439,2023-07-02
O316578,C01820,P0378,4,0,548.3990017067538,163.37814623116097,2023-04-21
O597924,C01920,P0188,3,0,1152.9018296999652,247.0513312719688,2024-02-21
O429575,C00861,P0388,2,0,740.0450385750661,216.30910868918133,2023-11-19
O844288,C01951,P0120,5,20,1358.7779414092565,165.17454128551393,2024-02-24
O307572,C01484,P0110,3,10,827.1292486002114,246.54410929199452,2023-11-12
O162397,C00320,P0475,1,5,401.2113336498069,114.39973783868741,2024-01-11
O128671,C00724,P0008,4,15,780.0556041865979,104.28266285445126,2023-03-22
O885157,C01299,P0409,3,0,1260.92436984965,338.7951787294745,2024-01-27
O974038,C01018,P0079,1,15,426.13176627308417,59.18598009747948,2023-09-17
O995751,C00676,P0010,4,15,360.84801427013383,105.0551490809045,2023-07-21
O939800,C00139,P0162,3,15,1357.501831172923,323.45014857409933,2023-12-21
O325377,C01562,P0359,1,10,468.2495912057012,37.795022891338,2024-05-27
O572452,C01863,P0210,2,5,676.379993263353,187.99176287781077,2023-09-25
O631445,C01814,P0155,3,5,262.7938501856607,71.73381972455687,2024-04-13
O896015,C01398,P0059,4,15,996.6443285526373,52.03946198532926,2023-04-17
O580244,C00297,P0340,5,20,253.87391563844395,66.20202013721394,2024-04-16
O163566,C01274,P0218,3,0,948.3755236651024,113.62008212875605,2024-01-03
O418148,C01213,P0132,2,20,846.6453261547745,250.94954134109233,2024-08-09
O109610,C01787,P0304,3,10,187.99461115617493,48.921990945560125,2024-03-27
O111492,C00694,P0083,1,5,147.16577204836534,30.895898021180034,2024-06-09
O160428,C01880,P0250,4,15,987.0942295813344,219.56819448795977,2023-07-08
O484986,C01553,P0050,1,5,376.07421034254827,89.36371693791638,2023-08-01
O754864,C01005,P0346,3,10,829.7449459474668,64.44823454612096,2024-06-13
O491388,C01867,P0235,3,5,456.7306351092096,76.88161516628807,2024-07-24
O407523,C00085,P0229,3,15,917.8438578544138,262.6791714588457,2024-02-02
O431827,C00084,P0111,3,20,1053.5928534922018,183.35066721352828,2023-02-25
O537035,C00807,P0497,4,20,365.0981039537598,67.70109334865757,2023-04-11
O936573,C00835,P0350,5,0,1382.5175798139253,267.9714319376765,2024-01-13
O675817,C01950,P0299,2,15,1174.506774246744,342.71350535381396,2024-06-06
O544206,C00023,P0337,3,20,869.5016615975793,154.14735667402363,2023-03-14
O472433,C00823,P0274,2,15,1470.8116263927695,212.0407123392809,2023-08-21
O201416,C01962,P0289,3,5,768.0918887345618,212.10924399452625,2024-04-11
O269881,C00074,P0145,2,5,891.2192016089313,230.58528735174957,2023-08-11
O346119,C00582,P0020,1,20,211.7956317288233,51.158582696405496,2024-06-18
O881969,C00014,P0306,5,15,1171.087356796099,347.13549256065835,2024-07-13
O391278,C00523,P0258,2,15,714.361131253891,190.11244844332452,2023-06-09
O454339,C01685,P0368,2,5,902.709707443515,202.37020090669182,2023-11-11
O669751,C00895,P0319,1,0,1053.313732314489,77.6314001496015,2023-04-05
O841915,C01168,P0059,1,20,135.56106259251635,38.16731940502809,2023-07-23
O278874,C00887,P0471,4,15,1022.006915428403,58.72311571571268,2023-05-09
O445467,C00507,P0363,2,15,125.58572063369976,7.899724332788266,2024-04-30
O445071,C01299,P0156,3,15,923.6324387631577,69.6316995909937,2023-03-20
O987765,C00041,P0226,5,20,159.6832791358966,35.0370417118225,2023-05-20
O190990,C00394,P0316,2,20,235.83505470795683,22.484971651829355,2023-06-12
O338302,C00728,P0491,4,0,1116.6472758011535,112.020111328343,2024-06-05
O589576,C00618,P0457,1,5,1090.4713702934587,281.20267049114113,2024-08-12
O249735,C01623,P0183,2,20,113.27669709572524,22.732535331448787,2023-03-05
O723435,C00219,P0192,3,20,1219.8654981862414,320.5234949718804,2023-02-26
O850636,C01912,P0086,5,15,818.4879893828582,55.71162682045315,2023-07-26
O919466,C00354,P0411,1,5,357.5604650413672,64.37005894400785,2023-05-13
O816154,C01012,P0337,4,0,186.36803149759567,27.25189690569295,2023-07-27
O789451,C01513,P0121,4,5,328.7258035329442,49.59259945241108,2024-07-09
O364784,C01889,P0030,1,20,1291.6665263136422,387.11356608871614,2023-06-07
O175921,C00340,P0354,1,15,429.9983176845902,67.1474457148042,2023-09-29
O137982,C00989,P0077,2,15,279.3408567446727,22.58393767649352,2024-05-11
O852919,C01829,P0029,4,5,1474.8677585870535,136.6156578116579,2024-07-24
O519759,C01284,P0051,5,0,839.8036497497928,179.22168964943282,2023-07-03
O868408,C01115,P0436,4,20,1305.7485483410126,120.96831691386495,2024-01-18
O889329,C01346,P0443,2,20,254.9433586718275,69.15908750557817,2024-07-15
O934555,C01446,P0476,4,15,424.8479676799244,52.262633711417095,2023-03-20
O262795,C00365,P0022,4,5,978.6660222653943,214.8557943036733,2023-09-18
O783779,C00435,P0015,4,5,960.6794184052526,229.82250881910068,2024-04-27
O705245,C00955,P0048,2,10,402.91732482837705,74.79465993217745,2023-09-23
O175479,C00729,P0176,4,10,107.8720407799074,9.02621352051241,2023-11-15
O289744,C01224,P0085,1,10,573.8906407600789,45.00521872422095,2023-09-26
O579593,C00367,P0181,4,0,674.3304228025951,87.2619324382057,2024-05-03
O482185,C01854,P0429,2,15,232.4673537727995,50.98499135370183,2023-12-24
O750369,C01543,P0383,1,0,1143.5792270735662,78.90175834996455,2024-01-31
O839508,C00587,P0266,5,10,619.3555028763839,77.77040206053738,2023-06-21
O615690,C00366,P0111,2,20,1441.8739107485558,222.51964828524024,2023-02-03
O201856,C01428,P0303,2,5,530.9589049630675,56.10286246389403,2024-08-21
O266730,C00252,P0364,1,0,1390.3114361910925,299.96099372966245,2023-12-12
O661453,C01788,P0247,4,0,1424.3798582466895,130.18671974151857,2023-12-15
O342454,C01769,P0400,2,0,1213.0545691753284,132.43500230810525,2024-02-29
O112349,C01425,P0358,3,5,848.6944151216404,106.11330833387457,2023-03-03
O242502,C01706,P0304,4,15,628.9241517597044,131.38871849191142,2023-03-11
O208454,C00185,P0438,4,5,468.96226002902597,88.80246278474168,2023-05-04
O162676,C00182,P0071,0,15,237.75788887815867,30.163389536213348,2023-10-27
O872413,C01395,P0083,5,10,281.71972113867594,42.063401276527216,2024-05-16
O606991,C00578,P0110,2,0,1248.8806473456248,156.014707551649,2023-10-13
O707192,C00004,P0320,1,15,691.8483255588611,51.27688419625344,2023-10-07
O387903,C00985,P0302,4,5,1255.3868777818373,322.8838561313003,2023-07-23
O608093,C00546,P0294,4,10,987.6734400516234,143.18251615173367,2023-02-16
O748178,C01446,P0191,3,0,201.3436229977309,50.28240800599321,2024-02-01
O882529,C00066,P0043,1,15,490.2297834743751,112.61855951363766,2024-04-20
O783900,C00762,P0375,1,5,1409.9656950130925,158.77055752152086,2024-01-28
O657099,C00824,P0478,3,5,150.9764198756647,26.270446056014467,2024-02-18
O423380,C01788,P0208,3,5,1016.5262799859357,225.18300572621223,2023-08-07
O465006,C00860,P0003,1,20,828.8134973590574,134.1757229175385,2024-04-03
O816593,C01518,P0336,1,10,1372.5592295100885,385.73576873379324,2023-11-29
O697883,C00641,P0099,5,5,157.57065526434923,24.14688788924319,2024-05-02
O561355,C00992,P0193,5,5,519.1980073777329,52.297821558101376,2023-09-05
O192263,C00557,P0060,2,10,545.5836356108891,109.34434288894771,2023-04-20
O295975,C00773,P0254,4,15,568.1765628736453,125.90456803523327,2023-04-14
O282886,C00587,P0085,1,0,1185.6927157299067,283.72313075219796,2023-03-25
O350574,C01766,P0418,4,20,1498.1415760917923,174.89377422953092,2024-07-21
O716988,C01647,P0092,4,20,1478.9812947471448,429.8381489217576,2024-08-17
O182137,C00884,P0237,5,0,1187.244846768886,329.6679564529646,2023-06-29
O580317,C00273,P0295,1,10,1472.0123810503524,92.7033597756228,2024-06-23
O247915,C01085,P0058,4,0,661.8123680803195,138.89818541181685,2023-09-13
O152604,C01169,P0079,5,10,749.7259032479088,146.17795623046905,2024-07-29
O726211,C01985,P0211,3,5,1014.8237675790907,260.3882843264016,2024-02-25
O159453,C00086,P0073,3,15,583.7822540284228,107.99597687084201,2023-03-18
O894742,C00721,P0182,2,5,886.7465175225443,219.31653112640635,2024-05-11
O195979,C00079,P0059,3,10,375.16476990530697,76.41519078875619,2023-03-20
O327142,C01707,P0488,4,10,1310.4437805931705,124.09030762265544,2023-06-25
O450685,C01616,P0020,5,0,1014.1084619821446,148.5425779181857,2024-02-13
O132398,C00251,P0212,5,10,745.268836476414,86.93326400515265,2023-07-22
O128566,C00492,P0295,1,5,311.17880652194174,91.65396254808056,2023-10-19
O831071,C01875,P0350,2,10,808.434502230527,233.7504769214216,2023-09-15
O624872,C00035,P0129,4,-5,1203.8744966843349,269.38355906859294,2024-02-04
O846637,C00993,P0134,5,20,1427.5196666050485,74.87729541355397,2023-02-08
O522192,C01307,P0312,2,20,1151.331422194281,263.94773722254996,2024-07-18
O784042,C00675,P0183,2,15,1127.7403245467083,292.952590193272,2023-01-28
O475606,C00686,P0464,3,5,1274.9066146341072,287.82943211497434,2023-01-03
O547898,C01214,P0042,1,15,601.6525669847898,33.142623770873705,2024-05-31
O233054,C00881,P0393,5,15,733.8385407756277,87.64783825741708,2024-05-31
O545200,C01021,P0367,2,10,404.9542001410279,82.08873538005052,2024-03-17
O619857,C00228,P0362,3,5,1294.736500673778,89.36723613091446,2024-04-29
O242180,C01028,P0478,1,5,1141.5330082073638,170.06911469834708,2023-09-14
O943055,C00043,P0358,4,5,117.91619701321684,22.47931139160467,2023-05-30
O420081,C01034,P0280,4,15,1081.0101942342703,229.0569164456038,2023-12-02
O602788,C00922,P0083,5,5,184.6331719070385,14.721787207315844,2024-07-07
O897619,C00790,P0313,3,15,1353.3477823846526,148.9868292410112,2023-04-03
O645890,C00192,P0333,4,10,413.8213321490838,26.042801576123942,2024-07-26
O135171,C01926,P0253,4,5,636.579176256042,183.67570222357693,2023-10-23
O866632,C00007,P0022,4,5,1191.0724120836476,171.91882160479514,2023-03-14
O578023,C01413,P0238,4,5,1279.154939811066,149.3710834473471,2023-07-26
O239674,C00258,P0284,3,20,568.2367413010813,154.01175584493583,2023-07-25
O551916,C01045,P0406,2,5,474.2973080519736,63.99888956085039,2024-04-23
O564754,C01961,P0141,4,15,606.8678300119822,94.22677236008818,2023-11-04
O114992,C01331,P0387,1,10,1317.7382257585464,319.6168156009289,2023-02-28
O236188,C00269,P0318,4,10,1336.85090915693,209.9953733971336,2023-11-29
O594288,C00877,P0096,5,20,897.0010693345879,128.45356955892606,2024-03-12
O634983,C00415,P0006,3,10,739.9530734748436,54.97588201576148,2024-03-14
O496482,C00265,P0134,1,5,1176.5947326137002,275.4489938636914,2023-04-09
O582878,C00487,P0406,3,15,524.9506937788964,77.50188087628831,2023-09-09
O189249,C00927,P0110,1,15,1088.2597355488565,,2023-10-03
O610640,C01635,P0247,4,5,1427.1807068326736,168.60375080192887,2023-11-16
O345912,C01605,P0146,5,15,1032.4331509833687,210.27434383880203,2024-04-20
O826218,C01033,P0180,4,10,1202.3463627662502,267.5556630477876,2023-12-17
O601993,C01671,P0037,1,15,1134.288788302579,332.9577042758477,2024-03-19
O725456,C01617,P0481,2,0,1079.3612685888586,118.3518325350071,2024-01-28
O307891,C01495,P0431,3,20,1023.2063682348494,144.57133048367666,2024-08-07
O835438,C00213,P0079,1,20,930.828812731501,262.42009624638143,2024-06-26
O554573,C00290,P0256,1,10,714.2673920136791,108.45382946656186,2024-02-26
O753869,C00581,P0027,3,20,753.0050850021382,206.44541088497613,2023-10-15
O902552,C01026,P0425,3,15,915.051845781278,259.11937739857785,2023-09-14
O733284,C00438,P0249,1,0,832.0468592723521,80.58299911763123,2023-05-16
O882961,C00776,P0279,1,20,521.3285841171144,35.16582929329704,2024-07-09
O299156,C01551,P0093,1,0,1012.851244751113,216.5881405199561,2023-10-15
O852497,C00672,P0289,3,20,239.50198017258046,43.05273086997265,2023-07-04
O985674,C00835,P0209,2,0,1296.1439815632864,114.04531238416938,2024-03-16
O917520,C01130,P0212,5,20,1361.135569323416,397.9178742038271,2023-11-13
O237479,C01753,P0263,5,5,535.5918748649437,36.123349012038794,2023-08-22
O747599,C01078,P0170,4,5,101.42255529649786,19.80547211062522,2023-01-13
O483646,C00541,P0057,4,0,840.663287617488,90.39707436559844,2023-07-12
O194827,C00357,P0352,1,5,1249.268160182624,319.9983656958327,2023-10-20
O584737,C01769,P0317,2,0,352.1050172152561,72.8743608324958,2023-07-29
O909498,C00852,P0178,2,15,205.48542180183316,33.72279277011936,2023-08-16
O650728,C01257,P0268,3,10,710.0789070729126,203.66784346351807,2024-01-28
O808214,C01722,P0048,1,15,412.6525343762402,113.55325029272142,2024-03-12
O414031,C01864,P0476,2,0,583.239548626665,56.256425417180424,2024-02-02
O341146,C01177,P0302,2,15,394.87417015572294,100.51656451229083,2023-05-24
O607797,C01700,P0019,2,15,945.0056489581692,160.6314759562212,2023-06-26
O912237,C00299,P0288,1,20,768.7292071266753,39.61935756291751,2023-07-07
O775515,C00820,P0194,4,0,223.92876959979742,52.152901192675365,2024-07-29
O496510,C01829,P0462,2,15,1421.7438566797039,86.35204450117284,2023-01-03
O448566,C00676,P0441,5,20,1193.0446117715549,212.7636883077729,2024-01-07
O803776,C01614,P0024,4,10,719.6198622644357,193.0660085214812,2023-08-03
O869867,C01370,P0413,3,15,803.9768214544918,153.90229654118016,2023-11-23
O249140,C01089,P0369,4,5,770.2388876998601,180.35596731841645,2024-06-26
O790331,C00888,P0240,5,10,242.0403327107984,18.26311805676996,2023-09-08
O121345,C00510,P0036,1,15,1249.1180176444927,337.9713411923656,2023-03-01
O587765,C01418,P0113,5,15,1491.3113152919702,321.72617369128994,2023-05-11
O184391,C01291,P0208,4,10,1257.2097147046961,118.29556860973636,2024-07-07
O211350,C01958,P0195,4,0,1427.0220220105334,263.2885211731236,2023-04-16
O839065,C01911,P0426,3,0,593.8454385383125,109.61595836653765,2023-02-26
O143967,C01212,P0052,1,15,648.4757122580373,123.72893838221259,2023-10-02
O855458,C00201,P0295,2,0,180.0692247339319,20.175218984731018,2023-06-25
O344321,C00349,P0432,3,15,321.3467034245867,61.83211093234493,2023-06-07
O768079,C01349,P0116,3,10,135.71063713519843,33.32847842317583,2024-07-25
O960425,C01422,P0102,5,20,1243.4677595759435,218.87483391806273,2023-08-10
O446547,C01214,P0128,1,10,691.8084518124157,205.2630356131485,2024-07-23
O648767,C00728,P0115,2,20,193.7499294058723,47.848607353064374,2023-03-27
O762399,C00969,P0378,3,15,675.1994534196394,153.65775119594997,2023-07-25
O607112,C00816,P0066,4,10,1085.1838537013236,63.30434403530595,2024-06-18
O163261,C01342,P0087,3,0,1310.2010834911166,73.88822495584054,2023-12-13
O422215,C01710,P0318,1,15,287.3000824948265,58.509839740668504,2023-01-11
O893147,C01958,P0232,3,10,552.8562065190799,28.98431043809033,2023-10-21
O419812,C00193,P0291,3,15,708.4938906181292,73.76931796699392,2023-09-21
O840604,C01563,P0009,4,20,676.5540935475215,93.31071602608756,2023-08-06
O735472,C00713,P0067,1,20,1103.3919031626551,307.90774254322173,2023-04-28
O622045,C01721,P0292,4,20,844.1365057350095,80.86778515626641,2023-12-27
O920593,C01646,P0212,3,15,907.7998959370703,191.9322126402855,2023-01-21
O313720,C01457,P0104,3,0,515.4883475236902,136.89642907807286,2023-04-06
O928847,C00188,P0364,2,15,1386.9381572944583,346.9056689749107,2023-08-18
O770841,C01519,P0194,1,10,1244.6885979558585,96.23449475133255,2023-06-24
O943272,C00692,P0271,2,15,1305.88998753808,136.51998222906911,2023-04-04
O283874,C00514,P0178,5,20,697.3089087994749,73.15579869582115,2023-10-22
O770950,C01260,P0093,4,10,754.6978118853701,166.67765263912568,2024-01-20
O194188,C01459,P0447,1,5,490.7467137553772,116.39760092707118,2023-05-04
O473710,C01878,P0249,3,15,128.9641559789251,13.444528744095749,2023-06-16
O720271,C00561,P0187,4,20,1297.742566976065,376.0904264609193,2023-10-06
O348556,C00903,P0159,4,10,405.37925554414005,72.35227733004471,2023-08-16
O944441,C01380,P0466,1,10,834.6667356297497,240.50831675115361,2023-12-30
O966286,C01545,P0349,2,15,162.93693840189857,33.256166251189924,2024-05-15
O622374,C00259,P0404,5,10,1179.4645364542955,223.2173551810219,2024-03-15
O304950,C01505,P0258,4,20,1055.8252667905651,52.91852736435119,2023-02-16
O554003,C00094,P0249,4,15,748.4002423605954,209.84480007622176,2023-03-05
O103943,C00926,P0164,5,20,946.7708972879097,49.659788881404765,2024-08-08
O383546,C00653,P0393,1,5,1284.9913857038482,97.04664885773465,2024-07-16
O625556,C01491,P0442,1,5,1452.2518782665427,79.29466945763764,2024-07-12
O742147,C01369,P0173,1,20,742.769877358773,198.1259740161228,2023-08-22
O492426,C00126,P0178,5,20,1346.3123588470608,97.75250234847192,2023-06-28
O602877,C00567,P0236,2,15,1172.396561654329,70.11621133917049,2023-05-02
O200408,C01809,P0139,1,15,1045.0048589920773,121.85236598802524,2024-06-11
O744338,C01114,P0004,4,0,251.79454376199416,25.65754793395147,2023-10-16
O384190,C01927,P0470,5,20,765.2633931732353,48.29473410780099,2023-03-22
O995419,C00792,P0287,4,20,405.26949626453035,52.2591265438012,2024-08-17
O999398,C00942,P0437,5,0,115.3948049858699,29.36339925761645,2023-12-13
O718767,C01285,P0396,4,5,993.9348500659034,172.89419064253474,2023-12-14
O903902,C00356,P0281,1,15,412.28162974811886,92.80345842072066,2023-03-02
O586584,C01931,P0147,3,0,942.4775665205354,275.16250698355424,2023-01-17
O314525,C01779,P0439,3,5,220.58083382051342,22.32415088881193,2023-07-22
O943557,C01567,P0194,2,20,175.799726028716,31.28035059531707,2024-05-24
O206298,C00121,P0240,1,5,1127.0165654317216,202.27494474240433,2023-07-12
O786733,C00784,P0311,1,0,842.3615847585231,159.20607098166266,2024-04-14
O702886,C01746,P0149,5,15,1383.721449037313,306.52750736501156,2023-04-18
O379122,C01837,P0080,5,0,1013.256637299243,160.3515610688987,2023-08-26
O275017,C00316,P0328,2,15,517.4680229945327,43.19879346150548,2023-05-30
O122879,C00442,P0395,5,15,834.0284391898507,114.53874031162884,2024-04-02
O192384,C00336,P0167,4,15,209.2407568072009,54.72998595772143,2023-05-28
O685763,C01431,P0464,1,20,864.2861665250434,,2023-08-28
O748084,C00905,P0367,1,5,561.2201504174134,54.62864878909817,2023-07-24
